timestamp,status,staff_counter,staff_path,score_stem,staff_filename,staff_index,epsilon,n_max,n_queries,target_source,target_token_count,clean_pred_token_count,adv_pred_token_count,clean_ser,clean_cer,clean_ser_capped,clean_cer_capped,adv_ser,adv_cer,adv_ser_capped,adv_cer_capped,ser_delta,cer_delta,ser_capped_delta,cer_capped_delta,success,L_best,loss_trajectory_len,linf,linf_ok,load_staff_sec,clean_predict_sec,target_load_sec,attack_sec,adv_predict_sec,job_elapsed_sec,attack_queries_per_sec,adv_path,checkpoint_key,track,epsilon_math,condition_id,epsilon_phys,alpha,ser,cer,ser_capped,cer_capped,delta_ser,delta_cer,delta_ser_capped,delta_cer_capped
2026-06-01T15:11:23,ok,1,D:\Users\theda\Documents\dev\Projects\Uni\Semester 4\Artificial Intelligence\adversarial-homr\results\runs\main_paired_100img_B10q\cached_prepared_staffs_view\Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1\staff_000.npy,Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1,staff_000.npy,0,0.0,10,1,clean_onnx_prediction,40,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0.0,True,0.0019314999954076484,1.963860999996541,0.0,1.5529483999998774,1.648254599989741,3.2035109999997076,0.6439363986595298,,"{'staff_path': 'D:/Users/theda/Documents/dev/Projects/Uni/Semester 4/Artificial Intelligence/adversarial-homr/results/runs/main_paired_100img_B10q/cached_prepared_staffs_view/Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1/staff_000.npy', 'epsilon': '0', 'n_max': 10, 'target_source': 'clean_onnx_prediction'}",B,0.0,eps_0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01T15:11:39,ok,1,D:\Users\theda\Documents\dev\Projects\Uni\Semester 4\Artificial Intelligence\adversarial-homr\results\runs\main_paired_100img_B10q\cached_prepared_staffs_view\Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1\staff_000.npy,Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1,staff_000.npy,0,0.1,10,10,clean_onnx_prediction,40,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0.10000002384185791,True,0.0019314999954076484,1.963860999996541,0.0,13.940060299995821,1.3164617000002181,15.259049300002516,0.7173570117198846,,"{'staff_path': 'D:/Users/theda/Documents/dev/Projects/Uni/Semester 4/Artificial Intelligence/adversarial-homr/results/runs/main_paired_100img_B10q/cached_prepared_staffs_view/Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1/staff_000.npy', 'epsilon': '0.1', 'n_max': 10, 'target_source': 'clean_onnx_prediction'}",B,0.1,eps_0.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01T15:11:53,ok,1,D:\Users\theda\Documents\dev\Projects\Uni\Semester 4\Artificial Intelligence\adversarial-homr\results\runs\main_paired_100img_B10q\cached_prepared_staffs_view\Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1\staff_000.npy,Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1,staff_000.npy,0,0.2,10,10,clean_onnx_prediction,40,40,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0.20000001788139343,True,0.0019314999954076484,1.963860999996541,0.0,13.524577499993029,1.318816600003629,14.845611500000814,0.7393946317365666,,"{'staff_path': 'D:/Users/theda/Documents/dev/Projects/Uni/Semester 4/Artificial Intelligence/adversarial-homr/results/runs/main_paired_100img_B10q/cached_prepared_staffs_view/Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1/staff_000.npy', 'epsilon': '0.2', 'n_max': 10, 'target_source': 'clean_onnx_prediction'}",B,0.2,eps_0.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01T15:12:09,ok,1,D:\Users\theda\Documents\dev\Projects\Uni\Semester 4\Artificial Intelligence\adversarial-homr\results\runs\main_paired_100img_B10q\cached_prepared_staffs_view\Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1\staff_000.npy,Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1,staff_000.npy,0,0.3,10,10,clean_onnx_prediction,40,40,40,0.0,0.0,0.0,0.0,0.025,0.003278688524590164,0.025,0.003278688524590164,0.025,0.003278688524590164,0.025,0.003278688524590164,True,0.025,1,0.30000004172325134,True,0.0019314999954076484,1.963860999996541,0.0,13.97781739999482,1.376060900001903,15.356144200006383,0.7154192756877555,,"{'staff_path': 'D:/Users/theda/Documents/dev/Projects/Uni/Semester 4/Artificial Intelligence/adversarial-homr/results/runs/main_paired_100img_B10q/cached_prepared_staffs_view/Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1/staff_000.npy', 'epsilon': '0.3', 'n_max': 10, 'target_source': 'clean_onnx_prediction'}",B,0.3,eps_0.3,,,0.025,0.003278688524590164,0.025,0.003278688524590164,0.025,0.003278688524590164,0.025,0.003278688524590164
2026-06-01T15:12:34,ok,1,D:\Users\theda\Documents\dev\Projects\Uni\Semester 4\Artificial Intelligence\adversarial-homr\results\runs\main_paired_100img_B10q\cached_prepared_staffs_view\Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1\staff_000.npy,Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1,staff_000.npy,0,0.4,10,10,clean_onnx_prediction,40,40,71,0.0,0.0,0.0,0.0,0.95,0.7245901639344262,0.95,0.7245901639344262,0.95,0.7245901639344262,0.95,0.7245901639344262,True,1.675,1,0.40000003576278687,True,0.0019314999954076484,1.963860999996541,0.0,23.28295490000164,2.1578774000081467,25.442964099987876,0.4294987488894417,,"{'staff_path': 'D:/Users/theda/Documents/dev/Projects/Uni/Semester 4/Artificial Intelligence/adversarial-homr/results/runs/main_paired_100img_B10q/cached_prepared_staffs_view/Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1/staff_000.npy', 'epsilon': '0.4', 'n_max': 10, 'target_source': 'clean_onnx_prediction'}",B,0.4,eps_0.4,,,0.95,0.7245901639344262,0.95,0.7245901639344262,0.95,0.7245901639344262,0.95,0.7245901639344262
2026-06-01T15:12:35,ok,2,D:\Users\theda\Documents\dev\Projects\Uni\Semester 4\Artificial Intelligence\adversarial-homr\results\runs\main_paired_100img_B10q\cached_prepared_staffs_view\Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1\staff_001.npy,Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1,staff_001.npy,1,0.0,10,1,clean_onnx_prediction,10,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0.0,True,0.0022735999955330044,0.3719160000036936,0.0,0.3870314999949187,0.4638659999909578,0.852830100004212,2.5837690214184863,,"{'staff_path': 'D:/Users/theda/Documents/dev/Projects/Uni/Semester 4/Artificial Intelligence/adversarial-homr/results/runs/main_paired_100img_B10q/cached_prepared_staffs_view/Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1/staff_001.npy', 'epsilon': '0', 'n_max': 10, 'target_source': 'clean_onnx_prediction'}",B,0.0,eps_0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01T15:12:40,ok,2,D:\Users\theda\Documents\dev\Projects\Uni\Semester 4\Artificial Intelligence\adversarial-homr\results\runs\main_paired_100img_B10q\cached_prepared_staffs_view\Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1\staff_001.npy,Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1,staff_001.npy,1,0.1,10,10,clean_onnx_prediction,10,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0.10000002384185791,True,0.0022735999955330044,0.3719160000036936,0.0,3.876246200001333,0.3673698000056902,4.245798699994339,2.5798154926270063,,"{'staff_path': 'D:/Users/theda/Documents/dev/Projects/Uni/Semester 4/Artificial Intelligence/adversarial-homr/results/runs/main_paired_100img_B10q/cached_prepared_staffs_view/Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1/staff_001.npy', 'epsilon': '0.1', 'n_max': 10, 'target_source': 'clean_onnx_prediction'}",B,0.1,eps_0.1,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01T15:12:44,ok,2,D:\Users\theda\Documents\dev\Projects\Uni\Semester 4\Artificial Intelligence\adversarial-homr\results\runs\main_paired_100img_B10q\cached_prepared_staffs_view\Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1\staff_001.npy,Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1,staff_001.npy,1,0.2,10,10,clean_onnx_prediction,10,10,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,1,0.20000001788139343,True,0.0022735999955330044,0.3719160000036936,0.0,3.870198000004166,0.3770675999985542,4.249286399994162,2.583847131332618,,"{'staff_path': 'D:/Users/theda/Documents/dev/Projects/Uni/Semester 4/Artificial Intelligence/adversarial-homr/results/runs/main_paired_100img_B10q/cached_prepared_staffs_view/Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1/staff_001.npy', 'epsilon': '0.2', 'n_max': 10, 'target_source': 'clean_onnx_prediction'}",B,0.2,eps_0.2,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-06-01T15:12:48,ok,2,D:\Users\theda\Documents\dev\Projects\Uni\Semester 4\Artificial Intelligence\adversarial-homr\results\runs\main_paired_100img_B10q\cached_prepared_staffs_view\Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1\staff_001.npy,Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1,staff_001.npy,1,0.3,10,10,clean_onnx_prediction,10,10,9,0.0,0.0,0.0,0.0,0.1,0.08860759493670886,0.1,0.08860759493670886,0.1,0.08860759493670886,0.1,0.08860759493670886,True,0.2,2,0.30000004172325134,True,0.0022735999955330044,0.3719160000036936,0.0,3.793356299996958,0.34723050000320654,4.142584200002602,2.636187905683423,,"{'staff_path': 'D:/Users/theda/Documents/dev/Projects/Uni/Semester 4/Artificial Intelligence/adversarial-homr/results/runs/main_paired_100img_B10q/cached_prepared_staffs_view/Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1/staff_001.npy', 'epsilon': '0.3', 'n_max': 10, 'target_source': 'clean_onnx_prediction'}",B,0.3,eps_0.3,,,0.1,0.08860759493670886,0.1,0.08860759493670886,0.1,0.08860759493670886,0.1,0.08860759493670886
2026-06-01T15:12:53,ok,2,D:\Users\theda\Documents\dev\Projects\Uni\Semester 4\Artificial Intelligence\adversarial-homr\results\runs\main_paired_100img_B10q\cached_prepared_staffs_view\Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1\staff_001.npy,Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1,staff_001.npy,1,0.4,10,10,clean_onnx_prediction,10,10,13,0.0,0.0,0.0,0.0,0.4,0.2911392405063291,0.4,0.2911392405063291,0.4,0.2911392405063291,0.4,0.2911392405063291,True,0.9,3,0.40000003576278687,True,0.0022735999955330044,0.3719160000036936,0.0,4.155527199996868,0.4632863000006182,4.620998500002315,2.4064335326712665,,"{'staff_path': 'D:/Users/theda/Documents/dev/Projects/Uni/Semester 4/Artificial Intelligence/adversarial-homr/results/runs/main_paired_100img_B10q/cached_prepared_staffs_view/Qmb615Rgf2hhA2mdiyx4q3RUCCyUpwZfgBoNVJ7bAskCPx-1/staff_001.npy', 'epsilon': '0.4', 'n_max': 10, 'target_source': 'clean_onnx_prediction'}",B,0.4,eps_0.4,,,0.4,0.2911392405063291,0.4,0.2911392405063291,0.4,0.2911392405063291,0.4,0.2911392405063291
